기관ID,주소,병원분류명,응급실운영여부(T/F),비고,기관설명상세,간이약도,기관명,대표전화1,응급실전화,평일진료시간,토요일진료시간,일요일진료시간,공휴일진료시간,병원경도,병원위도,진료과
A1100888,"서울특별시 강남구 학동로 521, 2~4층 (청담동)",의원,F,점심시간 13시~14시,"연신내신통방통 신경외과는 풍부한 진료 노하우와 첨단 진단 장비를 보유하고 신경외과 전문의가 주치의가 되어 질병에 대해 하나하나 맞춤형으로 진단해 드립니다. 신경차단술, 프롤로 재생주사, 충격파치료, 견인물리치료 등의 정직한 진료를 통해 합리적인 비용으로 환자 여러분께 보답하겠습니다.",청담역 12번 출구,연앤네이쳐산부인과의원,02-518-1300,02-2227-7777,09:00~18:00,09:00~13:00,09:00~14:00,09:00~18:30,127.0557998,37.52004567,가정의학과
A1101571,"서울특별시 서대문구 거북골로14길 32, 301호 (북가좌동, 가재울아이파크아파트)",의원,F,점심시간 13시~14시,"연신내신통방통 신경외과는 풍부한 진료 노하우와 첨단 진단 장비를 보유하고 신경외과 전문의가 주치의가 되어 질병에 대해 하나하나 맞춤형으로 진단해 드립니다. 신경차단술, 프롤로 재생주사, 충격파치료, 견인물리치료 등의 정직한 진료를 통해 합리적인 비용으로 환자 여러분께 보답하겠습니다.",아이파크상가 301호,연우내과의원,02-306-2467,02-2227-7777,09:00~18:00,09:00~13:00,09:00~14:00,09:00~18:30,126.9140113,37.57556122,내과
A1101143,"서울특별시 송파구 석촌호수로 61, 트리지움 4층 402호 (잠실동)",의원,F,평일 13:00-14:00 휴게시간,"피부과, 성형외과",신논현역 3번출구,연의원,02-425-7041,02-2227-7777,10:30~20:30,10:30~15:00,09:00~16:00,09:00~18:30,127.0817002,37.51146986,가정의학과
A1102168,"서울특별시 서초구 서초대로 310, 3층 (서초동,소망빌딩)",의원,F,평일 13:00-14:00 휴게시간,"피부과, 성형외과",교대역 1번 출구 3층 소망빌딩 3층,연이비인후과의원,02-3472-0008,02-2227-7777,09:30~18:30,09:30~13:00,09:00~16:00,09:00~18:30,127.0155463,37.49397914,내과
A1106269,서울특별시 강북구 삼양로 346 (수유동),의원,F,격주로 목요일 야간진료(10:00~20:30),"피부과, 성형외과",화계사입구 사거리,연진내과의원,02-903-6464,02-2227-7777,09:30~20:00,09:30~15:00,09:30~15:00,09:00~18:30,127.0176646,37.63440813,"내과,피부과"
A1103894,"서울특별시 송파구 올림픽로 240 (잠실동, 롯데월드 잠실점 5층)",의원,F,"토요일 2, 4째주 휴무",평일점심시간13:00-14:30/수요일저녁시간17:30-18:00/토요일점심시간13:00-14:00/,난곡사거리 탐앤탐스커피숍 옆건물 2층,연피부과의원,02-415-3274,02-2227-7777,10:00~18:00,10:00~13:00,10:00~15:00,09:00~18:30,127.0980191,37.51141441,피부과
A1101192,"서울특별시 송파구 석촌호수로 61 (잠실동, 트리지움상가 4층 410,411호 일부)",의원,F,"토요일 2, 4째주 휴무",평일점심시간13:00-14:30/수요일저녁시간17:30-18:00/토요일점심시간13:00-14:00/,트리지움상가 410호,연한풀피부과의원,02-412-9229,02-2227-7777,09:30~20:00,09:00~15:00,10:00~15:00,09:00~18:30,127.0862137,37.5107002,가정의학과
A1102399,"서울특별시 마포구 백범로 90, 6층 (대흥동)",의원,F,평일 13:00-14:00 휴게시간,평일점심시간13:00-14:30/수요일저녁시간17:30-18:00/토요일점심시간13:00-14:00/,트리지움상가 410호,연합메디의원,02-716-5883,02-2227-7777,09:00~18:00,09:00~13:00,10:00~15:00,09:00~18:30,126.9415315,37.54784206,내과
A1107019,"서울특별시 동작구 사당로 230-1, 4,5층 (사당동)",의원,F,일요일 공휴일: 예약진료,점심시간 12:30~14:00,남성역 1번 출구 50m 전방,연합소화내과의원,02-525-8575,02-2227-7777,09:00~17:30,09:00~12:30,10:00~15:00,09:00~18:30,126.9732897,37.483302,내과
A1105658,"서울특별시 성동구 독서당로 307-1, 2층 (금호동3가)",의원,F,일요일 공휴일: 예약진료,점심시간 12:30~14:00,금호역 1번출구 부근,연합의원,02-2235-6991,02-2227-7777,09:00~18:00,09:00~14:00,10:00~15:00,09:00~13:00,127.023049,37.54836605,내과
A1102806,"서울특별시 구로구 경인로 193, 3층 (오류동,상임빌딩)",의원,F,점심시간:13시~14시,점심시간 12:30~14:00,오류역3번출구 상임빌딩,연희산부인과의원,02-2625-5002,02-2227-7777,09:00~19:00,09:00~14:00,09:00~15:00,09:00~15:00,126.8424899,37.4957078,가정의학과
A1101761,"서울특별시 동작구 사당로 215, 3층 (사당동)",의원,F,점심시간:13시~14시,점심시간 12:30~14:00,오류역3번출구 상임빌딩,연희산부인과의원,02-599-6600,02-2227-7777,09:00~18:00,09:00~14:00,09:00~15:00,09:00~15:00,126.9723191,37.48444547,가정의학과
A1123634,"서울특별시 서대문구 연희로 106, 동명빌딩 1,2층 (연희동)",의원,F,점심시간:13시~14시,점심시간 12:30~14:00,오류역3번출구 상임빌딩,연희아산위풍당당재활의학과의원,02-338-3333,02-2227-7777,09:00~19:00,09:00~14:00,09:00~15:00,09:00~15:00,126.9314743,37.56718178,내과
A1100266,"서울특별시 서대문구 연희로 117, 2층 (연희동)",의원,F,점심시간:13시~14시,점심시간 12:30~14:00,연희삼거리에서 국민은행 지나서 2층 건물,연희이비인후과의원,02-333-8627,02-2227-7777,09:30~18:00,09:30~13:00,09:00~15:00,09:00~15:00,126.9318308,37.56831471,안과
A1101384,"서울특별시 서대문구 연희로 108, 1층 (연희동)",의원,F,점심시간:13시~14시,점심시간 12:30~14:00,연희삼거리에서 국민은행 지나서 2층 건물,연희제일의원,02-336-5361,02-2227-7777,09:00~18:00,09:00~12:30,09:00~15:00,09:00~15:00,126.9316188,37.56743162,가정의학과
A1119763,"서울특별시 송파구 오금로11길 37, 301,302,303,304호 (방이동, 대명밸리온)",의원,F,점심시간:13시~14시,점심시간 12:30~14:00,연희삼거리에서 국민은행 지나서 2층 건물,열린가정의학과의원,02-424-7533,02-2227-7777,09:00~19:30,09:00~14:00,09:00~15:00,09:00~15:00,127.1111903,37.51564206,가정의학과
A1103317,"서울특별시 중랑구 겸재로 229, 2층 (면목동, 농협)",의원,F,평일 13:00-14:00 휴게시간,점심시간 12:30~14:00,면목역 2번 출구에서 용마산방향으로 300m 동원사거리에 위치,열린가족의원,02-435-8275,02-2227-7777,08:30~17:30,08:30~12:30,09:00~15:00,09:00~15:00,127.0927417,37.58979444,내과
A1102227,"서울특별시 동대문구 신이문로 41, 2층 (이문동)",의원,F,평일 13:00-14:00 휴게시간,소아진료O,신이문역 1번출구/,열린내과의원,02-960-3655,02-2227-7777,08:30~19:00,09:00~16:00,09:00~15:00,09:00~15:00,127.0667651,37.60312988,내과
A1104446,"서울특별시 영등포구 영신로19길 23, 2층 202호 (영등포동, 반석빌딩)",의원,F,평일 13:00-14:00 휴게시간,소아진료O,영등포푸르지오 아파트 인근,열린마음의원,02-836-7582,02-2227-7777,09:00~19:00,09:00~14:00,09:00~15:00,09:00~15:00,126.9053667,37.51357222,내과
A1116371,서울특별시 도봉구 덕릉로 259 (창동),의원,F,평일 13:00-14:00 휴게시간,소아진료O,영등포푸르지오 아파트 인근,열린문가정의원,02-903-8575,02-2227-7777,09:00~18:00,09:00~13:00,09:00~15:00,09:00~15:00,127.0397194,37.64072768,"가정의학과,내과,피부과"
A1102835,서울특별시 용산구 우사단로 3,의원,F,평일 13:00-14:00 휴게시간,소아진료O,영등포푸르지오 아파트 인근,열린보광의원,02-749-8096,02-2227-7777,09:00~18:00,09:00~12:30,09:00~15:00,09:00~15:00,126.9966568,37.53067016,가정의학과
A1117610,"서울특별시 동대문구 왕산로32길 7, 4층 (용두동)",의원,F,요로결석 응급치료의 경우 365일 24시간 치료 가능합니다.,요결결석 치료를 365일 24시간 하는 항상 열린 비뇨기과 입니다. 요로 결석 통증은 세계 3대 통증 중에 하나 입니다. 결석 통증으로 고생하시는 환자 분을 위해 24시간 언제나 열려 있는 열린비뇨기과입니다. 감사합니다.,1호선 청량리역 6번출구 삼성화재빌딩 옆건물 BYC청량리오피스텔 4층,열린비뇨기과의원,02-967-8222,02-2227-7777,09:30~18:30,09:30~15:30,09:00~15:00,09:00~15:00,127.0417966,37.57872809,피부과
A1100636,"서울특별시 성북구 정릉로36길 28-5, 열린산부인과 (정릉동)",의원,F,공휴일 문의 바랍니다.,요결결석 치료를 365일 24시간 하는 항상 열린 비뇨기과 입니다. 요로 결석 통증은 세계 3대 통증 중에 하나 입니다. 결석 통증으로 고생하시는 환자 분을 위해 24시간 언제나 열려 있는 열린비뇨기과입니다. 감사합니다.,1호선 청량리역 6번출구 삼성화재빌딩 옆건물 BYC청량리오피스텔 4층,열린산부인과의원,02-919-1446,02-2227-7777,09:00~18:00,09:00~13:00,09:00~15:00,10:00~13:00,127.016905,37.60248308,가정의학과
A1117308,"서울특별시 송파구 백제고분로 466 (방이동, 세나빌딩 2층)",의원,F,공휴일 문의 바랍니다.,요결결석 치료를 365일 24시간 하는 항상 열린 비뇨기과 입니다. 요로 결석 통증은 세계 3대 통증 중에 하나 입니다. 결석 통증으로 고생하시는 환자 분을 위해 24시간 언제나 열려 있는 열린비뇨기과입니다. 감사합니다.,방이제래시장인근,열린성모이비인후과의원,02-6413-1004,02-2227-7777,09:00~18:20,09:00~14:00,09:00~15:00,10:00~13:00,127.1135782,37.51194928,"내과,피부과"
A1119221,"서울특별시 강동구 천호대로 1089, 4층 2호 (천호동, 강동헤르셔)",의원,F,공휴일 문의 바랍니다.,요결결석 치료를 365일 24시간 하는 항상 열린 비뇨기과 입니다. 요로 결석 통증은 세계 3대 통증 중에 하나 입니다. 결석 통증으로 고생하시는 환자 분을 위해 24시간 언제나 열려 있는 열린비뇨기과입니다. 감사합니다.,강동역 2번출구,열린성모이비인후과의원,02-471-6045,02-2227-7777,09:00~18:30,09:00~13:30,09:00~15:00,10:00~13:00,127.1331525,37.53613981,내과
A1103731,"서울특별시 강서구 강서로 259, 4층 401호 (내발산동, 엠버리움빌딩)",의원,F,공휴일 문의 바랍니다.,요결결석 치료를 365일 24시간 하는 항상 열린 비뇨기과 입니다. 요로 결석 통증은 세계 3대 통증 중에 하나 입니다. 결석 통증으로 고생하시는 환자 분을 위해 24시간 언제나 열려 있는 열린비뇨기과입니다. 감사합니다.,우장산역 4번출구 앞,열린성모이비인후과의원,02-2697-7582,02-2227-7777,09:00~19:00,09:00~16:00,09:00~15:00,10:00~13:00,126.8359991,37.54889231,내과
A1103707,"서울특별시 구로구 구로중앙로 68, 306,307호 (구로동, 신안타워)",의원,F,공휴일 문의 바랍니다.,요결결석 치료를 365일 24시간 하는 항상 열린 비뇨기과 입니다. 요로 결석 통증은 세계 3대 통증 중에 하나 입니다. 결석 통증으로 고생하시는 환자 분을 위해 24시간 언제나 열려 있는 열린비뇨기과입니다. 감사합니다.,구로구청 맞은편 신안타워 3층,열린성모이비인후과의원,02-866-7778,02-2227-7777,09:10~18:30,09:10~14:00,09:00~15:00,10:00~13:00,126.888792,37.49581278,내과
A1104258,"서울특별시 마포구 월드컵로 75, 2층 (망원동)",의원,F,평일 13:00-14:00 휴게시간,요결결석 치료를 365일 24시간 하는 항상 열린 비뇨기과 입니다. 요로 결석 통증은 세계 3대 통증 중에 하나 입니다. 결석 통증으로 고생하시는 환자 분을 위해 24시간 언제나 열려 있는 열린비뇨기과입니다. 감사합니다.,망원역 2번 출구,열린성모이비인후과의원,02-335-7585,02-2227-7777,09:00~18:30,09:00~13:00,09:00~15:00,10:00~13:00,126.9101537,37.5556322,내과
A1102917,"서울특별시 서초구 신반포로33길 27, 2층 204호 (잠원동, 파스텔프라자)",의원,F,평일 13:00-14:00 휴게시간,요결결석 치료를 365일 24시간 하는 항상 열린 비뇨기과 입니다. 요로 결석 통증은 세계 3대 통증 중에 하나 입니다. 결석 통증으로 고생하시는 환자 분을 위해 24시간 언제나 열려 있는 열린비뇨기과입니다. 감사합니다.,경원중학교 옆 파스텔프라자 204호,열린성모이비인후과의원,02-534-5075,02-2227-7777,09:00~18:30,09:00~14:00,09:00~15:00,10:00~13:00,127.0100437,37.51036723,내과
A1106832,"서울특별시 노원구 한글비석로 384 (중계동, 대호프라자)",의원,F,평일 13:00-14:00 휴게시간,요결결석 치료를 365일 24시간 하는 항상 열린 비뇨기과 입니다. 요로 결석 통증은 세계 3대 통증 중에 하나 입니다. 결석 통증으로 고생하시는 환자 분을 위해 24시간 언제나 열려 있는 열린비뇨기과입니다. 감사합니다.,경원중학교 옆 파스텔프라자 204호,열린성모정신건강의학과의원,02-937-9114,02-2227-7777,09:30~18:30,09:30~15:00,09:00~15:00,10:00~13:00,127.0732394,37.65980886,"내과,피부과"
A1122134,"서울특별시 성북구 정릉로 306, 1층 (정릉동)",의원,F,평일 13:00-14:00 휴게시간,요결결석 치료를 365일 24시간 하는 항상 열린 비뇨기과 입니다. 요로 결석 통증은 세계 3대 통증 중에 하나 입니다. 결석 통증으로 고생하시는 환자 분을 위해 24시간 언제나 열려 있는 열린비뇨기과입니다. 감사합니다.,경원중학교 옆 파스텔프라자 204호,열린소아청소년과의원,02-919-8899,02-2227-7777,09:00~18:00,09:00~13:00,09:00~15:00,09:00~13:00,127.016905,37.60248308,내과
A1104481,"서울특별시 관악구 난곡로 226, 2층 (신림동)",의원,F,점심시간 13:00~14:00,요결결석 치료를 365일 24시간 하는 항상 열린 비뇨기과 입니다. 요로 결석 통증은 세계 3대 통증 중에 하나 입니다. 결석 통증으로 고생하시는 환자 분을 위해 24시간 언제나 열려 있는 열린비뇨기과입니다. 감사합니다.,"2호선 서울대 입구역 2번 출구, 버스로 이동(5분) 현대종합상가 A동",열린안과의원,02-856-7300,02-2227-7777,09:30~18:00,09:30~14:00,09:00~15:00,09:00~13:00,126.9172782,37.47451465,내과
A1103732,"서울특별시 강서구 등촌로 67, 컴스웨이빌딩 2층 (등촌동)",의원,F,점심시간 13:00~14:00,요결결석 치료를 365일 24시간 하는 항상 열린 비뇨기과 입니다. 요로 결석 통증은 세계 3대 통증 중에 하나 입니다. 결석 통증으로 고생하시는 환자 분을 위해 24시간 언제나 열려 있는 열린비뇨기과입니다. 감사합니다.,등촌역 6번 출구,열린연세의원,02-2652-0072,02-2227-7777,09:30~19:00,09:30~16:00,09:00~15:00,09:00~16:00,126.8612995,37.53579179,내과
A1105089,"서울특별시 중랑구 망우로 412, 12호 (망우동)",의원,F,공휴일 전화확인후 방문하세요 / 점심시간 13:00~14:00,요결결석 치료를 365일 24시간 하는 항상 열린 비뇨기과 입니다. 요로 결석 통증은 세계 3대 통증 중에 하나 입니다. 결석 통증으로 고생하시는 환자 분을 위해 24시간 언제나 열려 있는 열린비뇨기과입니다. 감사합니다.,국민은행 맞은편 전자랜드 가기전 삼성디지털프라자 2층,열린연세이비인후과의원,02-494-1300,02-2227-7777,09:00~18:00,09:00~13:00,09:00~15:00,09:00~16:00,127.0979554,37.59900151,이비인후과
A1103064,서울특별시 서초구 신반포로 157 (잠원동),의원,F,점심시간 13:00~14:00,요결결석 치료를 365일 24시간 하는 항상 열린 비뇨기과 입니다. 요로 결석 통증은 세계 3대 통증 중에 하나 입니다. 결석 통증으로 고생하시는 환자 분을 위해 24시간 언제나 열려 있는 열린비뇨기과입니다. 감사합니다.,국민은행건물 3층 동양증권옆건물,열린연세이비인후과의원,02-3476-3016,02-2227-7777,09:00~18:00,09:00~13:00,09:00~15:00,09:00~16:00,127.0013633,37.50552886,이비인후과
A1104060,"서울특별시 강서구 까치산로 120, 2,3,4층 (화곡동, 자성빌딩)",의원,F,점심시간 13:00~14:00,"성탄절,석가탄신일,광복절휴무",새봄아파트 맞은편,열린연세정형외과의원,02-2608-6613,02-2227-7777,09:00~19:00,09:00~13:00,09:00~15:00,09:00~16:00,126.8502831,37.5484419,가정의학과
A1104474,"서울특별시 구로구 고척로 132 (개봉동,4,5층)",의원,F,점심시간 13:00~14:00,"성탄절,석가탄신일,광복절휴무",서정빌딩 4층,열린연세정형외과의원,02-2617-8222,02-2227-7777,09:00~19:00,09:00~15:00,09:00~15:00,09:00~16:00,126.848662,37.5021972,가정의학과
A1102109,"서울특별시 서초구 신반포로 157, 반포쇼핑타운 3층 302, 306, 307호 (잠원동)",의원,F,점심시간 13:00~14:00,"성탄절,석가탄신일,광복절휴무","고속터미널역 8-1번 출구, 국민은행건물",열린연세정형외과의원,02-537-8500,02-2227-7777,09:00~18:00,09:00~14:00,09:00~15:00,09:00~16:00,127.0016302,37.50548922,가정의학과
